target_id,source_name,ra_hms,dec_dms,ra_deg,dec_deg,velocity_km_s,eligible_gbt,eligible_eff,eligible_srt,gbt_group,status,assigned_telescope,spectrum_url,observations_count,notes
wiseaj024609-9,WISEAJ024609.9,02:46:10.0,-29:00:39.3,41.54166667,-29.01091667,1183.9,False,False,True,,unobserved,,,0,
kug0243-275,KUG0243+275,02:46:38.9,+27:43:34.7,41.66208333,27.72630556,471.9,True,True,True,Group01,unobserved,,,0,
wiseaj024709-3,WISEAJ024709.3,02:47:09.3,+10:05:18.1,41.78875,10.08836111,767.0,True,True,True,Group01,unobserved,,,0,
ugc02254,UGC02254,02:47:21.7,+37:31:30.0,41.84041667,37.525,578.0,True,True,True,Group01,unobserved,,,0,
ugc02259,UGC02259,02:47:55.5,+37:32:16.3,41.98125,37.53786111,583.1,True,True,True,Group01,unobserved,,,0,
ugc02275,UGC02275,02:47:57.8,+03:53:03.8,41.99083333,3.88438889,1024.7,True,True,True,Group01,unobserved,,,0,
galexascj02483,GALEXASCJ02483,02:48:39.2,+23:16:28.0,42.16333333,23.27444444,468.6,True,True,True,Group01,unobserved,,,0,
ugc02302,UGC02302,02:49:08.8,+02:07:39.0,42.28666667,2.1275,1104.1,False,True,True,,unobserved,,,0,
ngc1110,NGC1110,02:49:09.5,-07:50:14.4,42.28958333,-7.83733333,1322.6,False,True,True,,unobserved,,,0,
ugca044,UGCA044,02:49:22.0,-02:39:16.5,42.34166667,-2.65458333,1090.0,True,True,True,Group01,unobserved,,,0,
wiseaj024955-3,WISEAJ024955.3,02:49:55.4,-25:33:27.5,42.48083333,-25.55763889,1109.2,False,False,True,,unobserved,,,0,
cgcg463-025,CGCG463-025,02:50:19.7,+19:06:44.5,42.58208333,19.11236111,1239.9,False,True,True,,unobserved,,,0,
galexascj02502,GALEXASCJ02502,02:50:27.3,+24:18:34.0,42.61375,24.30944444,1392.1,False,True,True,,unobserved,,,0,
mrk0600,MRK0600,02:51:04.6,+04:27:13.9,42.76916667,4.45386111,1007.9,True,True,True,Group01,unobserved,,,0,
wiseaj025219-5,WISEAJ025219.5,02:52:19.5,+17:12:32.0,43.08125,17.20888889,1264.0,False,True,True,,unobserved,,,0,
wiseaj025253-4,WISEAJ025253.4,02:52:53.4,-00:51:49.9,43.2225,-0.86386111,1210.3,False,True,True,,unobserved,,,0,
galexascj02530,GALEXASCJ02530,02:53:03.9,+41:42:00.6,43.26625,41.70016667,523.1,True,True,True,Group11,unobserved,,,0,
wiseaj025405-6,WISEAJ025405.6,02:54:05.6,-00:52:36.3,43.52333333,-0.87675,973.4,True,True,True,Group01,unobserved,,,0,
wiseaj025445-0,WISEAJ025445.0,02:54:45.0,+05:00:29.5,43.6875,5.00819444,1007.0,True,True,True,Group01,unobserved,,,0,
dwingeloo1,Dwingeloo1,02:56:51.6,+58:54:42.0,44.215,58.91166667,110.3,True,True,True,Group11,unobserved,,,0,
ugc02432,UGC02432,02:57:26.9,+10:08:08.9,44.36208333,10.13580556,757.9,True,True,True,Group01,unobserved,,,0,
galexascj02585,GALEXASCJ02585,02:58:56.4,+13:37:49.8,44.735,13.6305,537.0,True,True,True,Group01,unobserved,,,0,
sdssj025858-60,SDSSJ025858.60,02:58:58.6,-07:36:43.5,44.74416667,-7.61208333,161.9,True,True,True,Group01,unobserved,,,0,
ngc1156,NGC1156,02:59:42.3,+25:14:16.2,44.92625,25.23783333,368.0,True,True,True,Group01,unobserved,,,0,
wiseaj030053-1,WISEAJ030053.1,03:00:53.1,-01:17:48.1,45.22125,-1.29669444,809.4,True,True,True,Group02,unobserved,,,0,
wiseaj030117-0,WISEAJ030117.0,03:01:17.0,-23:31:04.4,45.32083333,-23.51788889,1352.1,False,False,True,,unobserved,,,0,
wiseaj030153-7,WISEAJ030153.7,03:01:53.7,-29:10:41.5,45.47375,-29.17819444,1289.1,False,False,True,,unobserved,,,0,
ngc1187,NGC1187,03:02:37.6,-22:52:01.6,45.65666667,-22.86711111,1390.1,False,False,True,,unobserved,,,0,
wiseaj030404-7,WISEAJ030404.7,03:04:04.7,+67:16:07.3,46.01958333,67.26869444,592.7,True,True,True,Group20,unobserved,,,0,
wiseaj030526-6,WISEAJ030526.6,03:05:26.6,+54:22:42.2,46.36083333,54.37838889,355.9,True,True,True,Group12,unobserved,,,0,
2masxj03061797,2MASXJ03061797,03:06:18.0,-21:30:08.2,46.575,-21.50227778,1334.1,False,False,True,,unobserved,,,0,
wiseaj030644-1,WISEAJ030644.1,03:06:44.2,+05:20:06.9,46.68416667,5.33525,678.3,True,True,True,Group02,unobserved,,,0,
sdssj030646-86,SDSSJ030646.86,03:06:46.9,+00:28:10.2,46.69541667,0.4695,704.6,True,True,True,Group02,unobserved,,,0,
galexascj03072,GALEXASCJ03072,03:07:25.2,-29:56:09.3,46.855,-29.93591667,1209.1,False,False,True,,unobserved,,,0,
ic1898,IC1898,03:10:19.6,-22:24:19.3,47.58166667,-22.40536111,1283.1,False,False,True,,unobserved,,,0,
wiseaj031403-2,WISEAJ031403.2,03:14:03.2,+51:50:05.9,48.51333333,51.83497222,992.6,True,True,True,Group12,unobserved,,,0,
mcg-04-08-013,MCG+04-08-013,03:14:19.8,+24:09:14.2,48.5825,24.15394444,1303.8,False,True,True,,unobserved,,,0,
wiseaj031452-8,WISEAJ031452.8,03:14:52.9,+52:02:34.7,48.72041667,52.04297222,1269.6,False,True,True,,unobserved,,,0,
mcg-04-08-055,MCG-04-08-055,03:16:21.3,-25:51:17.2,49.08875,-25.85477778,1308.9,False,False,True,,unobserved,,,0,
galexascj03162,GALEXASCJ03162,03:16:29.6,-24:20:01.4,49.12333333,-24.33372222,1319.1,False,False,True,,unobserved,,,0,
wiseaj031657-1,WISEAJ031657.1,03:16:57.1,+66:57:24.0,49.23791667,66.95666667,1290.9,False,True,True,,unobserved,,,0,
cgcg390-043,CGCG390-043,03:17:02.3,+03:38:57.7,49.25958333,3.64936111,890.0,True,True,True,Group02,unobserved,,,0,
ngc1292,NGC1292,03:18:14.8,-27:36:37.1,49.56166667,-27.61030556,1368.9,False,False,True,,unobserved,,,0,
wiseaj032020-0,WISEAJ032020.0,03:20:20.0,+50:00:59.6,50.08333333,50.01655556,1065.5,True,True,True,Group12,unobserved,,,0,
wiseaj032023-2,WISEAJ032023.2,03:20:23.3,+11:51:21.0,50.09708333,11.85583333,1021.1,True,True,True,Group02,unobserved,,,0,
ugc02684,UGC02684,03:20:23.5,+17:17:45.2,50.09791667,17.29588889,349.9,True,True,True,Group02,unobserved,,,0,
wiseaj032032-6,WISEAJ032032.6,03:20:32.6,-15:54:15.5,50.13583333,-15.90430556,891.9,True,True,True,Group02,unobserved,,,0,
wiseaj032146-9,WISEAJ032146.9,03:21:46.9,+52:36:59.6,50.44541667,52.61655556,1209.1,False,True,True,,unobserved,,,0,
wiseaj032232-5,WISEAJ032232.5,03:22:32.5,-23:56:48.8,50.63541667,-23.94688889,899.0,True,False,True,Group02,unobserved,,,0,
wiseaj032253-2,WISEAJ032253.2,03:22:53.3,+31:02:57.5,50.72208333,31.04930556,879.3,True,True,True,Group02,unobserved,,,0,
ugc02716,UGC02716,03:24:07.3,+17:45:11.9,51.03041667,17.75330556,380.7,True,True,True,Group02,unobserved,,,0,
ngc1325a,NGC1325A,03:24:48.5,-21:20:10.4,51.20208333,-21.33622222,1333.2,False,False,True,,unobserved,,,0,
wiseaj032552-6,WISEAJ032552.6,03:25:52.6,-21:17:20.8,51.46916667,-21.28911111,1385.9,False,False,True,,unobserved,,,0,
ugc02731,UGC02731,03:26:00.5,+42:01:28.8,51.50208333,42.02466667,968.9,True,True,True,Group12,unobserved,,,0,
lsbgf481-009,LSBGF481-009,03:26:03.9,-27:45:14.7,51.51625,-27.75408333,1169.0,False,False,True,,unobserved,,,0,
ngc1331,NGC1331,03:26:28.3,-21:21:19.7,51.61791667,-21.35547222,1210.0,False,False,True,,unobserved,,,0,
wiseaj032715-2,WISEAJ032715.2,03:27:15.3,+52:37:05.5,51.81375,52.61819444,1206.1,False,True,True,,unobserved,,,0,
lsbgf481-008,LSBGF481-008,03:27:20.8,-26:02:07.2,51.83666667,-26.03533333,1289.1,False,False,True,,unobserved,,,0,
wiseaj032751-0,WISEAJ032751.0,03:27:51.1,-29:08:26.8,51.96291667,-29.14077778,1067.9,True,False,True,Group02,unobserved,,,0,
ngc1337,NGC1337,03:28:05.9,-08:23:16.8,52.02458333,-8.388,1239.0,False,True,True,,unobserved,,,0,
wiseaj032820-3,WISEAJ032820.3,03:28:20.3,-25:41:14.2,52.08458333,-25.68727778,1169.2,False,False,True,,unobserved,,,0,
wiseaj032905-5,WISEAJ032905.5,03:29:05.6,+53:08:30.6,52.27333333,53.14183333,599.3,True,True,True,Group12,unobserved,,,0,
wiseaj033008-8,WISEAJ033008.8,03:30:08.9,+30:35:43.2,52.53708333,30.59533333,1075.1,True,True,True,Group02,unobserved,,,0,
eso548-g029,ESO548-G029,03:30:47.1,-21:03:29.8,52.69625,-21.05827778,1292.0,False,False,True,,unobserved,,,0,
wiseaj033124-5,WISEAJ033124.5,03:31:24.6,-28:04:54.5,52.8525,-28.08180556,179.9,True,False,True,Group02,unobserved,,,0,
wiseaj033138-6,WISEAJ033138.6,03:31:38.6,+31:42:02.6,52.91083333,31.70072222,1034.9,True,True,True,Group02,unobserved,,,0,
galexascj03320,GALEXASCJ03320,03:32:03.3,-28:21:30.2,53.01375,-28.35838889,1356.9,False,False,True,,unobserved,,,0,
ugc02773,UGC02773,03:32:07.4,+47:47:38.9,53.03083333,47.79413889,231.1,True,True,True,Group12,unobserved,,,0,
wiseaj033228-3,WISEAJ033228.3,03:32:28.3,-00:14:37.3,53.11791667,-0.24369444,899.4,True,True,True,Group02,unobserved,,,0,
wiseaj033233-7,WISEAJ033233.7,03:32:33.8,+68:05:47.4,53.14083333,68.0965,1332.9,False,True,True,,unobserved,,,0,
wiseaj033248-6,WISEAJ033248.6,03:32:48.6,-29:29:45.6,53.2025,-29.496,1040.0,True,False,True,Group02,unobserved,,,0,
wiseaj033302-5,WISEAJ033302.5,03:33:02.5,+50:25:40.6,53.26041667,50.42794444,1014.8,True,True,True,Group12,unobserved,,,0,
wiseaj033325-7,WISEAJ033325.7,03:33:25.7,-27:40:57.8,53.35708333,-27.68272222,599.6,True,False,True,Group02,unobserved,,,0,
ngc1362,NGC1362,03:33:53.1,-20:16:57.0,53.47125,-20.2825,1177.0,False,False,True,,unobserved,,,0,
wiseaj033357-0,WISEAJ033357.0,03:33:57.1,+68:06:29.6,53.48791667,68.10822222,1371.9,False,True,True,,unobserved,,,0,
galexascj03340,GALEXASCJ03340,03:34:08.1,-23:21:30.1,53.53375,-23.35836111,1262.0,False,False,True,,unobserved,,,0,
ngc1370,NGC1370,03:35:14.6,-20:22:25.5,53.81083333,-20.37375,1063.1,True,False,True,Group02,unobserved,,,0,
wiseaj033553-9,WISEAJ033553.9,03:35:54.0,-22:08:22.8,53.975,-22.13966667,1371.9,False,False,True,,unobserved,,,0,
wiseaj033625-7,WISEAJ033625.7,03:36:25.8,+51:32:23.1,54.1075,51.53975,1322.7,False,True,True,,unobserved,,,0,
wiseaj033633-0,WISEAJ033633.0,03:36:33.1,+62:40:26.1,54.13791667,62.67391667,405.6,True,True,True,Group12,unobserved,,,0,
2masxj03365236,2MASXJ03365236,03:36:52.4,-27:56:01.1,54.21833333,-27.93363889,1341.9,False,False,True,,unobserved,,,0,
wiseaj033724-0,WISEAJ033724.0,03:37:24.0,-13:25:55.0,54.35,-13.43194444,119.9,True,True,True,Group02,unobserved,,,0,
eso482-g017,ESO482-G017,03:37:43.3,-22:54:31.8,54.43041667,-22.90883333,1346.1,False,False,True,,unobserved,,,0,
ngc1390,NGC1390,03:37:52.2,-19:00:29.3,54.4675,-19.00813889,1218.0,False,True,True,,unobserved,,,0,
wiseaj033847-5,WISEAJ033847.5,03:38:47.6,-27:42:49.0,54.69833333,-27.71361111,233.8,True,False,True,Group02,unobserved,,,0,
ngc1398,NGC1398,03:38:52.1,-26:20:15.6,54.71708333,-26.33766667,1396.1,False,False,True,,unobserved,,,0,
ngc1400,NGC1400,03:39:30.8,-18:41:17.5,54.87833333,-18.68819444,590.0,True,True,True,Group02,unobserved,,,0,
ugc02809,UGC02809,03:39:33.1,+19:47:02.8,54.88791667,19.78411111,1287.0,False,True,True,,unobserved,,,0,
lsbgf548-026,LSBGF548-026,03:39:33.9,-19:15:58.8,54.89125,-19.26633333,1372.0,False,True,True,,unobserved,,,0,
wiseaj033945-3,WISEAJ033945.3,03:39:45.4,-18:30:15.5,54.93916667,-18.50430556,191.0,True,True,True,Group02,unobserved,,,0,
eso548-g065,ESO548-G065,03:40:02.6,-19:22:01.0,55.01083333,-19.36694444,1216.0,False,True,True,,unobserved,,,0,
ugc02800,UGC02800,03:40:02.6,+71:24:20.0,55.01083333,71.40555556,1176.1,False,True,True,,unobserved,,,0,
wiseaj034017-4,WISEAJ034017.4,03:40:17.5,+50:41:11.7,55.07291667,50.68658333,376.5,True,True,True,Group12,unobserved,,,0,
lsbgf548-006,LSBGF548-006,03:40:33.8,-18:39:04.0,55.14083333,-18.65111111,849.0,True,True,True,Group02,unobserved,,,0,
wiseaj034043-2,WISEAJ034043.2,03:40:43.3,-18:38:43.4,55.18041667,-18.64538889,1394.0,False,True,True,,unobserved,,,0,
lsbgf549-038,LSBGF549-038,03:40:49.7,-18:50:50.0,55.20708333,-18.84722222,1349.0,False,True,True,,unobserved,,,0,
eso548-g073,ESO548-G073,03:41:04.4,-19:05:40.0,55.26833333,-19.09444444,976.1,True,True,True,Group02,unobserved,,,0,
ic0345,IC0345,03:41:09.1,-18:18:50.9,55.28791667,-18.31413889,1335.0,False,True,True,,unobserved,,,0,
wiseaj034109-3,WISEAJ034109.3,03:41:09.4,-29:04:59.8,55.28916667,-29.08327778,431.7,True,False,True,Group02,unobserved,,,0,
wiseaj034201-5,WISEAJ034201.5,03:42:01.8,+18:08:26.9,55.5075,18.14080556,1296.9,False,True,True,,unobserved,,,0,
ugc02813,UGC02813,03:42:34.0,+71:18:29.2,55.64166667,71.30811111,1391.9,False,True,True,,unobserved,,,0,
eso549-g002,ESO549-G002,03:42:57.4,-19:01:14.3,55.73916667,-19.02063889,1111.0,False,True,True,,unobserved,,,0,
mcg-03-10-041,MCG-03-10-041,03:43:35.5,-16:00:51.1,55.89791667,-16.01419444,1215.1,False,True,True,,unobserved,,,0,
ugc02826,UGC02826,03:43:45.6,+68:18:05.3,55.94,68.30147222,1316.1,False,True,True,,unobserved,,,0,
sdssj034457-74,SDSSJ034457.74,03:44:57.7,+01:09:01.4,56.24041667,1.15038889,744.2,True,True,True,Group02,unobserved,,,0,
wiseaj034535-9,WISEAJ034535.9,03:45:36.0,+49:29:37.3,56.4,49.49369444,418.2,True,True,True,Group12,unobserved,,,0,
wiseaj034559-4,WISEAJ034559.4,03:45:59.5,-12:31:49.5,56.49791667,-12.53041667,955.1,True,True,True,Group02,unobserved,,,0,
mcg-03-10-045,MCG-03-10-045,03:46:38.1,-16:33:00.5,56.65875,-16.55013889,1233.0,False,True,True,,unobserved,,,0,
ic0342,IC0342,03:46:48.5,+68:05:46.9,56.70208333,68.09636111,30.9,True,True,True,Group20,unobserved,,,0,
wiseaj034649-0,WISEAJ034649.0,03:46:49.1,-16:15:55.6,56.70458333,-16.26544444,1260.0,False,True,True,,unobserved,,,0,
2masxj03473548,2MASXJ03473548,03:47:35.5,+67:40:07.1,56.89791667,67.66863889,1267.0,False,True,True,,unobserved,,,0,
ugc02855,UGC02855,03:48:20.6,+70:07:58.0,57.08583333,70.13277778,1200.1,False,True,True,,unobserved,,,0,
wiseaj034920-3,WISEAJ034920.3,03:49:20.4,+50:29:16.9,57.335,50.48802778,440.1,True,True,True,Group12,unobserved,,,0,
ugc02866,UGC02866,03:50:15.1,+70:05:41.1,57.56291667,70.09475,1219.0,False,True,True,,unobserved,,,0,
wiseaj035223-8,WISEAJ035223.8,03:52:23.9,+39:18:23.3,58.09958333,39.30647222,404.4,True,True,True,Group12,unobserved,,,0,
wiseaj035233-1,WISEAJ035233.1,03:52:33.2,+71:05:31.3,58.13833333,71.09202778,836.0,True,True,True,Group20,unobserved,,,0,
wiseaj035436-5,WISEAJ035436.5,03:54:36.6,+49:10:57.0,58.6525,49.1825,1378.1,False,True,True,,unobserved,,,0,
ugc02890,UGC02890,03:56:04.1,+72:55:16.9,59.01708333,72.92136111,1153.0,False,True,True,,unobserved,,,0,
ugc02905,UGC02905,03:57:00.1,+16:31:20.6,59.25041667,16.52238889,292.0,True,True,True,Group02,unobserved,,,0,
wiseaj035711-3,WISEAJ035711.3,03:57:11.4,+49:11:04.7,59.2975,49.18463889,1205.5,False,True,True,,unobserved,,,0,
wiseaj035825-9,WISEAJ035825.9,03:58:26.0,+69:16:59.3,59.60833333,69.28313889,1302.0,False,True,True,,unobserved,,,0,
ugca086,UGCA086,03:59:48.5,+67:08:18.4,59.95208333,67.13844444,66.9,True,True,True,Group20,unobserved,,,0,
wiseaj040000-6,WISEAJ040000.6,04:00:00.7,+40:59:20.0,60.00291667,40.98888889,588.5,True,True,True,Group12,unobserved,,,0,
ngc1469,NGC1469,04:00:27.8,+68:34:39.8,60.11583333,68.57772222,1042.2,True,True,True,Group20,unobserved,,,0,
wiseaj040049-5,WISEAJ040049.5,04:00:49.6,+68:40:11.0,60.20666667,68.66972222,1230.9,False,True,True,,unobserved,,,0,
wiseaj040132-5,WISEAJ040132.5,04:01:32.5,+40:48:33.1,60.38541667,40.80919444,927.3,True,True,True,Group12,unobserved,,,0,
ngc1507,NGC1507,04:04:27.2,-02:11:18.8,61.11333333,-2.18855556,863.1,True,True,True,Group02,unobserved,,,0,
ngc1485,NGC1485,04:05:03.9,+70:59:46.9,61.26625,70.99636111,1089.1,True,True,True,Group20,unobserved,,,0,
wiseaj040618-4,WISEAJ040618.4,04:06:18.4,-21:31:31.7,61.57666667,-21.52547222,1010.0,True,False,True,Group02,unobserved,,,0,
ngc1518,NGC1518,04:06:49.8,-21:10:23.5,61.7075,-21.17319444,918.0,True,False,True,Group02,unobserved,,,0,
ic0356,IC0356,04:07:46.9,+69:48:44.9,61.94541667,69.81247222,894.9,True,True,True,Group20,unobserved,,,0,
ugc02955,UGC02955,04:08:29.3,+69:40:21.4,62.12208333,69.67261111,890.1,True,True,True,Group20,unobserved,,,0,
wiseaj040903-9,WISEAJ040903.9,04:09:04.0,-08:37:36.4,62.26666667,-8.62677778,894.0,True,True,True,Group02,unobserved,,,0,
wiseaj040912-3,WISEAJ040912.3,04:09:12.3,+39:03:46.9,62.30125,39.06302778,1034.6,True,True,True,Group12,unobserved,,,0,
wiseaj040918-0,WISEAJ040918.0,04:09:18.0,+64:18:53.6,62.325,64.31488889,1297.8,False,True,True,,unobserved,,,0,
wiseaj041206-5,WISEAJ041206.5,04:12:06.6,+70:46:21.1,63.0275,70.77252778,1159.0,False,True,True,,unobserved,,,0,
wisepj041229-6,WISEPJ041229.6,04:12:29.6,+28:01:06.5,63.12333333,28.01847222,1014.8,True,True,True,Group02,unobserved,,,0,
eso483-g013,ESO483-G013,04:12:41.1,-23:09:31.9,63.17125,-23.15886111,900.0,True,False,True,Group02,unobserved,,,0,
wiseaj041426-9,WISEAJ041426.9,04:14:26.9,+28:40:26.8,63.61208333,28.67411111,879.6,True,True,True,Group02,unobserved,,,0,
wiseaj041427-3,WISEAJ041427.3,04:14:27.4,+27:09:49.7,63.61416667,27.16380556,1280.1,False,True,True,,unobserved,,,0,
wiseaj041518-4,WISEAJ041518.4,04:15:18.4,+38:36:20.4,63.82666667,38.60566667,736.0,True,True,True,Group12,unobserved,,,0,
wiseaj041519-3,WISEAJ041519.3,04:15:19.4,+29:12:47.8,63.83083333,29.21327778,1022.6,True,True,True,Group02,unobserved,,,0,
wiseaj041520-9,WISEAJ041520.9,04:15:20.9,+27:55:58.1,63.83708333,27.93280556,842.7,True,True,True,Group02,unobserved,,,0,
wiseaj041525-8,WISEAJ041525.8,04:15:25.9,+46:42:54.8,63.85791667,46.71522222,1219.6,False,True,True,,unobserved,,,0,
wiseaj041531-0,WISEAJ041531.0,04:15:31.0,+27:49:05.1,63.87916667,27.81808333,951.5,True,True,True,Group02,unobserved,,,0,
wiseaj041639-8,WISEAJ041639.8,04:16:39.8,+60:55:28.5,64.16583333,60.92458333,1155.1,False,True,True,,unobserved,,,0,
wiseaj041952-5,WISEAJ041952.5,04:19:52.5,+28:00:23.8,64.96875,28.00661111,858.6,True,True,True,Group02,unobserved,,,0,
eso550-g023,ESO550-G023,04:20:12.7,-21:14:39.4,65.05291667,-21.24427778,900.7,True,False,True,Group02,unobserved,,,0,
ugca090,UGCA090,04:21:13.6,-21:50:44.4,65.30666667,-21.84566667,897.9,True,False,True,Group02,unobserved,,,0,
wiseaj042222-9,WISEAJ042222.9,04:22:22.9,+27:43:10.7,65.59541667,27.71963889,410.4,True,True,True,Group02,unobserved,,,0,
wiseaj042229-4,WISEAJ042229.4,04:22:29.4,+37:07:01.2,65.6225,37.117,1001.6,True,True,True,Group02,unobserved,,,0,
wiseaj042306-2,WISEAJ042306.2,04:23:06.2,+28:07:42.6,65.77583333,28.1285,1017.5,True,True,True,Group02,unobserved,,,0,
wiseaj042319-0,WISEAJ042319.0,04:23:19.0,+36:52:39.5,65.82916667,36.87763889,338.5,True,True,True,Group02,unobserved,,,0,
wiseaj042334-2,WISEAJ042334.2,04:23:34.2,+27:51:33.6,65.8925,27.85933333,888.3,True,True,True,Group02,unobserved,,,0,
wiseaj042407-8,WISEAJ042407.8,04:24:07.8,+36:58:47.1,66.0325,36.97975,699.1,True,True,True,Group02,unobserved,,,0,
wiseaj042413-0,WISEAJ042413.0,04:24:13.0,+36:46:05.9,66.05416667,36.76830556,1264.8,False,True,True,,unobserved,,,0,
wiseaj042452-5,WISEAJ042452.5,04:24:52.5,+26:42:04.4,66.21875,26.70122222,1076.6,True,True,True,Group02,unobserved,,,0,
wiseaj042503-8,WISEAJ042503.8,04:25:03.8,+36:36:48.0,66.26583333,36.61333333,936.9,True,True,True,Group02,unobserved,,,0,
cama,CamA,04:25:20.7,+72:48:29.3,66.33625,72.80813889,-46.5,True,True,True,Group20,unobserved,,,0,
ugc03045,UGC03045,04:26:41.7,+20:24:28.1,66.67375,20.40780556,1387.1,False,True,True,,unobserved,,,0,
wiseaj042804-2,WISEAJ042804.2,04:28:04.3,+37:39:51.3,67.01791667,37.66425,377.1,True,True,True,Group02,unobserved,,,0,
eso421-ig002ne,ESO421-IG002NE,04:29:38.3,-27:24:27.1,67.40958333,-27.40752778,947.9,True,False,True,Group02,unobserved,,,0,
ngc1592,NGC1592,04:29:40.1,-27:24:30.7,67.41708333,-27.40852778,944.0,True,False,True,Group02,unobserved,,,0,
wiseaj043155-0,WISEAJ043155.0,04:31:55.0,+23:37:46.8,67.97916667,23.62966667,1386.8,False,True,True,,unobserved,,,0,
ngc1560,NGC1560,04:32:49.1,+71:52:59.2,68.20458333,71.88311111,-36.0,True,True,True,Group20,unobserved,,,0,
wiseaj043308-0,WISEAJ043308.0,04:33:08.1,+29:05:27.6,68.28375,29.091,560.6,True,True,True,Group02,unobserved,,,0,
wiseaj043830-1,WISEAJ043830.1,04:38:30.2,-12:21:34.6,69.62583333,-12.35961111,1073.3,True,True,True,Group02,unobserved,,,0,
wiseaj043831-4,WISEAJ043831.4,04:38:31.4,-12:04:07.0,69.63083333,-12.06861111,371.7,True,True,True,Group02,unobserved,,,0,
2masxj04392058,2MASXJ04392058,04:39:20.6,+24:51:55.3,69.83583333,24.86536111,869.7,True,True,True,Group02,unobserved,,,0,
wiseaj043945-8,WISEAJ043945.8,04:39:45.8,+24:52:07.0,69.94083333,24.86861111,1213.6,False,True,True,,unobserved,,,0,
wiseaj043948-0,WISEAJ043948.0,04:39:48.0,+54:17:16.1,69.95,54.28780556,1263.6,False,True,True,,unobserved,,,0,
ngc1637,NGC1637,04:41:28.2,-02:51:28.6,70.3675,-2.85794444,717.1,True,True,True,Group02,unobserved,,,0,
wiseaj044128-1,WISEAJ044128.1,04:41:28.2,+24:52:24.6,70.3675,24.8735,726.1,True,True,True,Group02,unobserved,,,0,
wiseaj044140-6,WISEAJ044140.6,04:41:40.6,+29:38:28.9,70.41916667,29.64136111,1291.2,False,True,True,,unobserved,,,0,
wiseaj044143-8,WISEAJ044143.8,04:41:43.8,+44:33:34.4,70.4325,44.55955556,565.1,True,True,True,Group12,unobserved,,,0,
wiseaj044251-0,WISEAJ044251.0,04:42:51.1,+18:34:43.1,70.71291667,18.57863889,936.6,True,True,True,Group02,unobserved,,,0,
wiseaj044409-6,WISEAJ044409.6,04:44:09.6,+44:16:53.4,71.04,44.2815,1293.3,False,True,True,,unobserved,,,0,
wiseaj044526-5,WISEAJ044526.5,04:45:26.5,+24:38:41.7,71.36041667,24.64491667,820.5,True,True,True,Group02,unobserved,,,0,
ugc03137,UGC03137,04:46:16.4,+76:25:08.1,71.56833333,76.41891667,992.0,True,True,True,Group20,unobserved,,,0,
wiseaj044635-5,WISEAJ044635.5,04:46:35.5,+32:15:56.6,71.64791667,32.26572222,1227.7,False,True,True,,unobserved,,,0,
ugc03174,UGC03174,04:48:34.3,+00:14:24.9,72.14291667,0.24025,670.9,True,True,True,Group02,unobserved,,,0,
wiseaj045109-4,WISEAJ045109.4,04:51:09.4,+51:28:07.9,72.78916667,51.46886111,1023.5,True,True,True,Group12,unobserved,,,0,
ugca098,UGCA098,04:52:53.0,-25:14:44.7,73.22083333,-25.24575,1371.9,False,False,True,,unobserved,,,0,
wiseaj045341-1,WISEAJ045341.1,04:53:41.1,+52:10:04.1,73.42125,52.16780556,316.9,True,True,True,Group12,unobserved,,,0,
wiseaj045453-2,WISEAJ045453.2,04:54:53.2,+26:55:32.5,73.72166667,26.92569444,894.3,True,True,True,Group02,unobserved,,,0,
wiseaj045455-6,WISEAJ045455.6,04:54:55.6,+37:28:01.7,73.73166667,37.46713889,865.2,True,True,True,Group02,unobserved,,,0,
wiseaj045503-6,WISEAJ045503.6,04:55:03.6,+33:41:16.9,73.765,33.68802778,1114.3,False,True,True,,unobserved,,,0,
wiseaj045538-9,WISEAJ045538.9,04:55:38.9,-28:18:11.2,73.91208333,-28.30311111,998.0,True,False,True,Group02,unobserved,,,0,
wein059,WEIN059,04:55:49.9,+45:33:53.9,73.95791667,45.56497222,1016.6,True,True,True,Group12,unobserved,,,0,
wiseaj045557-8,WISEAJ045557.8,04:55:57.9,+51:13:02.6,73.99125,51.21738889,320.2,True,True,True,Group12,unobserved,,,0,
ic0396,IC0396,04:57:59.1,+68:19:24.6,74.49625,68.3235,882.9,True,True,True,Group20,unobserved,,,0,
ngc1744,NGC1744,04:59:57.7,-26:01:18.9,74.99041667,-26.02191667,741.1,True,False,True,Group02,unobserved,,,0,
wiseaj050016-7,WISEAJ050016.7,05:00:16.8,+71:12:08.5,75.07,71.20236111,1225.0,False,True,True,,unobserved,,,0,
