GALEXASCJ00002;     survey; Equatorial; J2000; 00:00:21.2; +31:01:17.9; Heliocentric; Optical; 566.0;  N;
WISEAJ030644.1;     survey; Equatorial; J2000; 03:06:44.2; +05:20:06.9; Heliocentric; Optical; 678.3;  N;
SDSSJ030646.86;     survey; Equatorial; J2000; 03:06:46.9; +00:28:10.2; Heliocentric; Optical; 704.6;  N;
GALEXASCJ03072;     survey; Equatorial; J2000; 03:07:25.2; -29:56:09.3; Heliocentric; Optical; 1209.1; N;
IC1898;             survey; Equatorial; J2000; 03:10:19.6; -22:24:19.3; Heliocentric; Optical; 1283.1; N;
WISEAJ031403.2;     survey; Equatorial; J2000; 03:14:03.2; +51:50:05.9; Heliocentric; Optical; 992.6;  N;
MCG+04-08-013;      survey; Equatorial; J2000; 03:14:19.8; +24:09:14.2; Heliocentric; Optical; 1303.8; N;
WISEAJ031452.8;     survey; Equatorial; J2000; 03:14:52.9; +52:02:34.7; Heliocentric; Optical; 1269.6; N;
MCG-04-08-055;      survey; Equatorial; J2000; 03:16:21.3; -25:51:17.2; Heliocentric; Optical; 1308.9; N;
GALEXASCJ03162;     survey; Equatorial; J2000; 03:16:29.6; -24:20:01.4; Heliocentric; Optical; 1319.1; N;
WISEAJ031657.1;     survey; Equatorial; J2000; 03:16:57.1; +66:57:24.0; Heliocentric; Optical; 1290.9; N;
CGCG390-043;        survey; Equatorial; J2000; 03:17:02.3; +03:38:57.7; Heliocentric; Optical; 890.0;  N;
NGC1292;            survey; Equatorial; J2000; 03:18:14.8; -27:36:37.1; Heliocentric; Optical; 1368.9; N;
WISEAJ032020.0;     survey; Equatorial; J2000; 03:20:20.0; +50:00:59.6; Heliocentric; Optical; 1065.5; N;
WISEAJ032023.2;     survey; Equatorial; J2000; 03:20:23.3; +11:51:21.0; Heliocentric; Optical; 1021.1; N;
UGC02684;           survey; Equatorial; J2000; 03:20:23.5; +17:17:45.2; Heliocentric; Optical; 349.9;  N;
WISEAJ032032.6;     survey; Equatorial; J2000; 03:20:32.6; -15:54:15.5; Heliocentric; Optical; 891.9;  N;
WISEAJ032146.9;     survey; Equatorial; J2000; 03:21:46.9; +52:36:59.6; Heliocentric; Optical; 1209.1; N;
WISEAJ032232.5;     survey; Equatorial; J2000; 03:22:32.5; -23:56:48.8; Heliocentric; Optical; 899.0;  N;
WISEAJ032253.2;     survey; Equatorial; J2000; 03:22:53.3; +31:02:57.5; Heliocentric; Optical; 879.3;  N;
UGC02716;           survey; Equatorial; J2000; 03:24:07.3; +17:45:11.9; Heliocentric; Optical; 380.7;  N;
NGC1325A;           survey; Equatorial; J2000; 03:24:48.5; -21:20:10.4; Heliocentric; Optical; 1333.2; N;
WISEAJ032552.6;     survey; Equatorial; J2000; 03:25:52.6; -21:17:20.8; Heliocentric; Optical; 1385.9; N;
UGC02731;           survey; Equatorial; J2000; 03:26:00.5; +42:01:28.8; Heliocentric; Optical; 968.9;  N;
LSBGF481-009;       survey; Equatorial; J2000; 03:26:03.9; -27:45:14.7; Heliocentric; Optical; 1169.0; N;
NGC1331;            survey; Equatorial; J2000; 03:26:28.3; -21:21:19.7; Heliocentric; Optical; 1210.0; N;
WISEAJ032715.2;     survey; Equatorial; J2000; 03:27:15.3; +52:37:05.5; Heliocentric; Optical; 1206.1; N;
LSBGF481-008;       survey; Equatorial; J2000; 03:27:20.8; -26:02:07.2; Heliocentric; Optical; 1289.1; N;
WISEAJ032751.0;     survey; Equatorial; J2000; 03:27:51.1; -29:08:26.8; Heliocentric; Optical; 1067.9; N;
NGC1337;            survey; Equatorial; J2000; 03:28:05.9; -08:23:16.8; Heliocentric; Optical; 1239.0; N;
WISEAJ032820.3;     survey; Equatorial; J2000; 03:28:20.3; -25:41:14.2; Heliocentric; Optical; 1169.2; N;
WISEAJ032905.5;     survey; Equatorial; J2000; 03:29:05.6; +53:08:30.6; Heliocentric; Optical; 599.3;  N;
WISEAJ033008.8;     survey; Equatorial; J2000; 03:30:08.9; +30:35:43.2; Heliocentric; Optical; 1075.1; N;
ESO548-G029;        survey; Equatorial; J2000; 03:30:47.1; -21:03:29.8; Heliocentric; Optical; 1292.0; N;
WISEAJ033124.5;     survey; Equatorial; J2000; 03:31:24.6; -28:04:54.5; Heliocentric; Optical; 179.9;  N;
WISEAJ033138.6;     survey; Equatorial; J2000; 03:31:38.6; +31:42:02.6; Heliocentric; Optical; 1034.9; N;
GALEXASCJ03320;     survey; Equatorial; J2000; 03:32:03.3; -28:21:30.2; Heliocentric; Optical; 1356.9; N;
UGC02773;           survey; Equatorial; J2000; 03:32:07.4; +47:47:38.9; Heliocentric; Optical; 231.1;  N;
WISEAJ033228.3;     survey; Equatorial; J2000; 03:32:28.3; -00:14:37.3; Heliocentric; Optical; 899.4;  N;
WISEAJ033233.7;     survey; Equatorial; J2000; 03:32:33.8; +68:05:47.4; Heliocentric; Optical; 1332.9; N;
WISEAJ033248.6;     survey; Equatorial; J2000; 03:32:48.6; -29:29:45.6; Heliocentric; Optical; 1040.0; N;
WISEAJ033302.5;     survey; Equatorial; J2000; 03:33:02.5; +50:25:40.6; Heliocentric; Optical; 1014.8; N;
WISEAJ033325.7;     survey; Equatorial; J2000; 03:33:25.7; -27:40:57.8; Heliocentric; Optical; 599.6;  N;
NGC1362;            survey; Equatorial; J2000; 03:33:53.1; -20:16:57.0; Heliocentric; Optical; 1177.0; N;
WISEAJ033357.0;     survey; Equatorial; J2000; 03:33:57.1; +68:06:29.6; Heliocentric; Optical; 1371.9; N;
GALEXASCJ03340;     survey; Equatorial; J2000; 03:34:08.1; -23:21:30.1; Heliocentric; Optical; 1262.0; N;
NGC1370;            survey; Equatorial; J2000; 03:35:14.6; -20:22:25.5; Heliocentric; Optical; 1063.1; N;
WISEAJ033553.9;     survey; Equatorial; J2000; 03:35:54.0; -22:08:22.8; Heliocentric; Optical; 1371.9; N;
WISEAJ033625.7;     survey; Equatorial; J2000; 03:36:25.8; +51:32:23.1; Heliocentric; Optical; 1322.7; N;
WISEAJ033633.0;     survey; Equatorial; J2000; 03:36:33.1; +62:40:26.1; Heliocentric; Optical; 405.6;  N;
2MASXJ03365236;     survey; Equatorial; J2000; 03:36:52.4; -27:56:01.1; Heliocentric; Optical; 1341.9; N;
WISEAJ033724.0;     survey; Equatorial; J2000; 03:37:24.0; -13:25:55.0; Heliocentric; Optical; 119.9;  N;
ESO482-G017;        survey; Equatorial; J2000; 03:37:43.3; -22:54:31.8; Heliocentric; Optical; 1346.1; N;
NGC1390;            survey; Equatorial; J2000; 03:37:52.2; -19:00:29.3; Heliocentric; Optical; 1218.0; N;
WISEAJ033847.5;     survey; Equatorial; J2000; 03:38:47.6; -27:42:49.0; Heliocentric; Optical; 233.8;  N;
NGC1398;            survey; Equatorial; J2000; 03:38:52.1; -26:20:15.6; Heliocentric; Optical; 1396.1; N;
NGC1400;            survey; Equatorial; J2000; 03:39:30.8; -18:41:17.5; Heliocentric; Optical; 590.0;  N;
UGC02809;           survey; Equatorial; J2000; 03:39:33.1; +19:47:02.8; Heliocentric; Optical; 1287.0; N;
LSBGF548-026;       survey; Equatorial; J2000; 03:39:33.9; -19:15:58.8; Heliocentric; Optical; 1372.0; N;
WISEAJ033945.3;     survey; Equatorial; J2000; 03:39:45.4; -18:30:15.5; Heliocentric; Optical; 191.0;  N;
ESO548-G065;        survey; Equatorial; J2000; 03:40:02.6; -19:22:01.0; Heliocentric; Optical; 1216.0; N;
UGC02800;           survey; Equatorial; J2000; 03:40:02.6; +71:24:20.0; Heliocentric; Optical; 1176.1; N;
WISEAJ034017.4;     survey; Equatorial; J2000; 03:40:17.5; +50:41:11.7; Heliocentric; Optical; 376.5;  N;
LSBGF548-006;       survey; Equatorial; J2000; 03:40:33.8; -18:39:04.0; Heliocentric; Optical; 849.0;  N;
WISEAJ034043.2;     survey; Equatorial; J2000; 03:40:43.3; -18:38:43.4; Heliocentric; Optical; 1394.0; N;
LSBGF549-038;       survey; Equatorial; J2000; 03:40:49.7; -18:50:50.0; Heliocentric; Optical; 1349.0; N;
ESO548-G073;        survey; Equatorial; J2000; 03:41:04.4; -19:05:40.0; Heliocentric; Optical; 976.1;  N;
IC0345;             survey; Equatorial; J2000; 03:41:09.1; -18:18:50.9; Heliocentric; Optical; 1335.0; N;
WISEAJ034109.3;     survey; Equatorial; J2000; 03:41:09.4; -29:04:59.8; Heliocentric; Optical; 431.7;  N;
WISEAJ034201.5;     survey; Equatorial; J2000; 03:42:01.8; +18:08:26.9; Heliocentric; Optical; 1296.9; N;
UGC02813;           survey; Equatorial; J2000; 03:42:34.0; +71:18:29.2; Heliocentric; Optical; 1391.9; N;
ESO549-G002;        survey; Equatorial; J2000; 03:42:57.4; -19:01:14.3; Heliocentric; Optical; 1111.0; N;
MCG-03-10-041;      survey; Equatorial; J2000; 03:43:35.5; -16:00:51.1; Heliocentric; Optical; 1215.1; N;
UGC02826;           survey; Equatorial; J2000; 03:43:45.6; +68:18:05.3; Heliocentric; Optical; 1316.1; N;
SDSSJ034457.74;     survey; Equatorial; J2000; 03:44:57.7; +01:09:01.4; Heliocentric; Optical; 744.2;  N;
WISEAJ034535.9;     survey; Equatorial; J2000; 03:45:36.0; +49:29:37.3; Heliocentric; Optical; 418.2;  N;
WISEAJ034559.4;     survey; Equatorial; J2000; 03:45:59.5; -12:31:49.5; Heliocentric; Optical; 955.1;  N;
MCG-03-10-045;      survey; Equatorial; J2000; 03:46:38.1; -16:33:00.5; Heliocentric; Optical; 1233.0; N;
IC0342;             survey; Equatorial; J2000; 03:46:48.5; +68:05:46.9; Heliocentric; Optical; 30.9;   N;
WISEAJ034649.0;     survey; Equatorial; J2000; 03:46:49.1; -16:15:55.6; Heliocentric; Optical; 1260.0; N;
2MASXJ03473548;     survey; Equatorial; J2000; 03:47:35.5; +67:40:07.1; Heliocentric; Optical; 1267.0; N;
UGC02855;           survey; Equatorial; J2000; 03:48:20.6; +70:07:58.0; Heliocentric; Optical; 1200.1; N;
WISEAJ034920.3;     survey; Equatorial; J2000; 03:49:20.4; +50:29:16.9; Heliocentric; Optical; 440.1;  N;
UGC02866;           survey; Equatorial; J2000; 03:50:15.1; +70:05:41.1; Heliocentric; Optical; 1219.0; N;
WISEAJ035223.8;     survey; Equatorial; J2000; 03:52:23.9; +39:18:23.3; Heliocentric; Optical; 404.4;  N;
WISEAJ035233.1;     survey; Equatorial; J2000; 03:52:33.2; +71:05:31.3; Heliocentric; Optical; 836.0;  N;
WISEAJ035436.5;     survey; Equatorial; J2000; 03:54:36.6; +49:10:57.0; Heliocentric; Optical; 1378.1; N;
UGC02890;           survey; Equatorial; J2000; 03:56:04.1; +72:55:16.9; Heliocentric; Optical; 1153.0; N;
UGC02905;           survey; Equatorial; J2000; 03:57:00.1; +16:31:20.6; Heliocentric; Optical; 292.0;  N;
WISEAJ035711.3;     survey; Equatorial; J2000; 03:57:11.4; +49:11:04.7; Heliocentric; Optical; 1205.5; N;
WISEAJ035825.9;     survey; Equatorial; J2000; 03:58:26.0; +69:16:59.3; Heliocentric; Optical; 1302.0; N;
UGCA086;            survey; Equatorial; J2000; 03:59:48.5; +67:08:18.4; Heliocentric; Optical; 66.9;   N;
WISEAJ040000.6;     survey; Equatorial; J2000; 04:00:00.7; +40:59:20.0; Heliocentric; Optical; 588.5;  N;
NGC1469;            survey; Equatorial; J2000; 04:00:27.8; +68:34:39.8; Heliocentric; Optical; 1042.2; N;
WISEAJ040049.5;     survey; Equatorial; J2000; 04:00:49.6; +68:40:11.0; Heliocentric; Optical; 1230.9; N;
WISEAJ040132.5;     survey; Equatorial; J2000; 04:01:32.5; +40:48:33.1; Heliocentric; Optical; 927.3;  N;
NGC1507;            survey; Equatorial; J2000; 04:04:27.2; -02:11:18.8; Heliocentric; Optical; 863.1;  N;
NGC1485;            survey; Equatorial; J2000; 04:05:03.9; +70:59:46.9; Heliocentric; Optical; 1089.1; N;
WISEAJ040618.4;     survey; Equatorial; J2000; 04:06:18.4; -21:31:31.7; Heliocentric; Optical; 1010.0; N;
NGC1518;            survey; Equatorial; J2000; 04:06:49.8; -21:10:23.5; Heliocentric; Optical; 918.0;  N;
IC0356;             survey; Equatorial; J2000; 04:07:46.9; +69:48:44.9; Heliocentric; Optical; 894.9;  N;
UGC02955;           survey; Equatorial; J2000; 04:08:29.3; +69:40:21.4; Heliocentric; Optical; 890.1;  N;
WISEAJ040903.9;     survey; Equatorial; J2000; 04:09:04.0; -08:37:36.4; Heliocentric; Optical; 894.0;  N;
WISEAJ040912.3;     survey; Equatorial; J2000; 04:09:12.3; +39:03:46.9; Heliocentric; Optical; 1034.6; N;
WISEAJ040918.0;     survey; Equatorial; J2000; 04:09:18.0; +64:18:53.6; Heliocentric; Optical; 1297.8; N;
WISEAJ041206.5;     survey; Equatorial; J2000; 04:12:06.6; +70:46:21.1; Heliocentric; Optical; 1159.0; N;
WISEPJ041229.6;     survey; Equatorial; J2000; 04:12:29.6; +28:01:06.5; Heliocentric; Optical; 1014.8; N;
ESO483-G013;        survey; Equatorial; J2000; 04:12:41.1; -23:09:31.9; Heliocentric; Optical; 900.0;  N;
WISEAJ041426.9;     survey; Equatorial; J2000; 04:14:26.9; +28:40:26.8; Heliocentric; Optical; 879.6;  N;
WISEAJ041427.3;     survey; Equatorial; J2000; 04:14:27.4; +27:09:49.7; Heliocentric; Optical; 1280.1; N;
WISEAJ041518.4;     survey; Equatorial; J2000; 04:15:18.4; +38:36:20.4; Heliocentric; Optical; 736.0;  N;
WISEAJ041519.3;     survey; Equatorial; J2000; 04:15:19.4; +29:12:47.8; Heliocentric; Optical; 1022.6; N;
WISEAJ041520.9;     survey; Equatorial; J2000; 04:15:20.9; +27:55:58.1; Heliocentric; Optical; 842.7;  N;
WISEAJ041525.8;     survey; Equatorial; J2000; 04:15:25.9; +46:42:54.8; Heliocentric; Optical; 1219.6; N;
WISEAJ041531.0;     survey; Equatorial; J2000; 04:15:31.0; +27:49:05.1; Heliocentric; Optical; 951.5;  N;
WISEAJ041639.8;     survey; Equatorial; J2000; 04:16:39.8; +60:55:28.5; Heliocentric; Optical; 1155.1; N;
WISEAJ041952.5;     survey; Equatorial; J2000; 04:19:52.5; +28:00:23.8; Heliocentric; Optical; 858.6;  N;
ESO550-G023;        survey; Equatorial; J2000; 04:20:12.7; -21:14:39.4; Heliocentric; Optical; 900.7;  N;
UGCA090;            survey; Equatorial; J2000; 04:21:13.6; -21:50:44.4; Heliocentric; Optical; 897.9;  N;
WISEAJ042222.9;     survey; Equatorial; J2000; 04:22:22.9; +27:43:10.7; Heliocentric; Optical; 410.4;  N;
WISEAJ042229.4;     survey; Equatorial; J2000; 04:22:29.4; +37:07:01.2; Heliocentric; Optical; 1001.6; N;
WISEAJ042306.2;     survey; Equatorial; J2000; 04:23:06.2; +28:07:42.6; Heliocentric; Optical; 1017.5; N;
WISEAJ042319.0;     survey; Equatorial; J2000; 04:23:19.0; +36:52:39.5; Heliocentric; Optical; 338.5;  N;
WISEAJ042334.2;     survey; Equatorial; J2000; 04:23:34.2; +27:51:33.6; Heliocentric; Optical; 888.3;  N;
WISEAJ042407.8;     survey; Equatorial; J2000; 04:24:07.8; +36:58:47.1; Heliocentric; Optical; 699.1;  N;
WISEAJ042413.0;     survey; Equatorial; J2000; 04:24:13.0; +36:46:05.9; Heliocentric; Optical; 1264.8; N;
WISEAJ042452.5;     survey; Equatorial; J2000; 04:24:52.5; +26:42:04.4; Heliocentric; Optical; 1076.6; N;
WISEAJ042503.8;     survey; Equatorial; J2000; 04:25:03.8; +36:36:48.0; Heliocentric; Optical; 936.9;  N;
CamA;               survey; Equatorial; J2000; 04:25:20.7; +72:48:29.3; Heliocentric; Optical; -46.5;  N;
UGC03045;           survey; Equatorial; J2000; 04:26:41.7; +20:24:28.1; Heliocentric; Optical; 1387.1; N;
WISEAJ042804.2;     survey; Equatorial; J2000; 04:28:04.3; +37:39:51.3; Heliocentric; Optical; 377.1;  N;
ESO421-IG002NE;     survey; Equatorial; J2000; 04:29:38.3; -27:24:27.1; Heliocentric; Optical; 947.9;  N;
NGC1592;            survey; Equatorial; J2000; 04:29:40.1; -27:24:30.7; Heliocentric; Optical; 944.0;  N;
WISEAJ043155.0;     survey; Equatorial; J2000; 04:31:55.0; +23:37:46.8; Heliocentric; Optical; 1386.8; N;
NGC1560;            survey; Equatorial; J2000; 04:32:49.1; +71:52:59.2; Heliocentric; Optical; -36.0;  N;
WISEAJ043308.0;     survey; Equatorial; J2000; 04:33:08.1; +29:05:27.6; Heliocentric; Optical; 560.6;  N;
WISEAJ043830.1;     survey; Equatorial; J2000; 04:38:30.2; -12:21:34.6; Heliocentric; Optical; 1073.3; N;
WISEAJ043831.4;     survey; Equatorial; J2000; 04:38:31.4; -12:04:07.0; Heliocentric; Optical; 371.7;  N;
2MASXJ04392058;     survey; Equatorial; J2000; 04:39:20.6; +24:51:55.3; Heliocentric; Optical; 869.7;  N;
WISEAJ043945.8;     survey; Equatorial; J2000; 04:39:45.8; +24:52:07.0; Heliocentric; Optical; 1213.6; N;
WISEAJ043948.0;     survey; Equatorial; J2000; 04:39:48.0; +54:17:16.1; Heliocentric; Optical; 1263.6; N;
WISEAJ044128.1;     survey; Equatorial; J2000; 04:41:28.2; +24:52:24.6; Heliocentric; Optical; 726.1;  N;
NGC1637;            survey; Equatorial; J2000; 04:41:28.2; -02:51:28.6; Heliocentric; Optical; 717.1;  N;
WISEAJ044140.6;     survey; Equatorial; J2000; 04:41:40.6; +29:38:28.9; Heliocentric; Optical; 1291.2; N;
WISEAJ044143.8;     survey; Equatorial; J2000; 04:41:43.8; +44:33:34.4; Heliocentric; Optical; 565.1;  N;
WISEAJ044251.0;     survey; Equatorial; J2000; 04:42:51.1; +18:34:43.1; Heliocentric; Optical; 936.6;  N;
WISEAJ044409.6;     survey; Equatorial; J2000; 04:44:09.6; +44:16:53.4; Heliocentric; Optical; 1293.3; N;
WISEAJ044526.5;     survey; Equatorial; J2000; 04:45:26.5; +24:38:41.7; Heliocentric; Optical; 820.5;  N;
UGC03137;           survey; Equatorial; J2000; 04:46:16.4; +76:25:08.1; Heliocentric; Optical; 992.0;  N;
WISEAJ044635.5;     survey; Equatorial; J2000; 04:46:35.5; +32:15:56.6; Heliocentric; Optical; 1227.7; N;
UGC03174;           survey; Equatorial; J2000; 04:48:34.3; +00:14:24.9; Heliocentric; Optical; 670.9;  N;
WISEAJ045109.4;     survey; Equatorial; J2000; 04:51:09.4; +51:28:07.9; Heliocentric; Optical; 1023.5; N;
UGCA098;            survey; Equatorial; J2000; 04:52:53.0; -25:14:44.7; Heliocentric; Optical; 1371.9; N;
WISEAJ045341.1;     survey; Equatorial; J2000; 04:53:41.1; +52:10:04.1; Heliocentric; Optical; 316.9;  N;
WISEAJ045453.2;     survey; Equatorial; J2000; 04:54:53.2; +26:55:32.5; Heliocentric; Optical; 894.3;  N;
WISEAJ045455.6;     survey; Equatorial; J2000; 04:54:55.6; +37:28:01.7; Heliocentric; Optical; 865.2;  N;
WISEAJ045503.6;     survey; Equatorial; J2000; 04:55:03.6; +33:41:16.9; Heliocentric; Optical; 1114.3; N;
WISEAJ045538.9;     survey; Equatorial; J2000; 04:55:38.9; -28:18:11.2; Heliocentric; Optical; 998.0;  N;
WEIN059;            survey; Equatorial; J2000; 04:55:49.9; +45:33:53.9; Heliocentric; Optical; 1016.6; N;
WISEAJ045557.8;     survey; Equatorial; J2000; 04:55:57.9; +51:13:02.6; Heliocentric; Optical; 320.2;  N;
IC0396;             survey; Equatorial; J2000; 04:57:59.1; +68:19:24.6; Heliocentric; Optical; 882.9;  N;
NGC1744;            survey; Equatorial; J2000; 04:59:57.7; -26:01:18.9; Heliocentric; Optical; 741.1;  N;
WISEAJ050016.7;     survey; Equatorial; J2000; 05:00:16.8; +71:12:08.5; Heliocentric; Optical; 1225.0; N;
WISEAJ050054.3;     survey; Equatorial; J2000; 05:00:54.4; +60:28:29.5; Heliocentric; Optical; 451.8;  N;
UGC03212;           survey; Equatorial; J2000; 05:01:02.1; +71:10:33.4; Heliocentric; Optical; 1216.0; N;
ESO486-G015;        survey; Equatorial; J2000; 05:03:00.8; -25:28:03.9; Heliocentric; Optical; 833.1;  N;
ESO486-G021;        survey; Equatorial; J2000; 05:03:19.7; -25:25:22.5; Heliocentric; Optical; 832.0;  N;
ESO422-G033;        survey; Equatorial; J2000; 05:06:49.6; -27:39:34.6; Heliocentric; Optical; 1271.1; N;
WISEAJ051040.9;     survey; Equatorial; J2000; 05:10:41.0; +20:42:31.6; Heliocentric; Optical; 682.0;  N;
UGCA105;            survey; Equatorial; J2000; 05:14:15.2; +62:34:48.1; Heliocentric; Optical; 113.0;  N;
WISEAJ051447.3;     survey; Equatorial; J2000; 05:14:47.4; +34:53:21.3; Heliocentric; Optical; 852.3;  N;
WISEAJ051539.0;     survey; Equatorial; J2000; 05:15:38.8; +39:18:56.0; Heliocentric; Optical; 1351.8; N;
UGC03273;           survey; Equatorial; J2000; 05:17:44.3; +53:33:04.7; Heliocentric; Optical; 615.0;  N;
WISEAJ052008.7;     survey; Equatorial; J2000; 05:20:08.7; +43:14:31.6; Heliocentric; Optical; 859.2;  N;
WISEAJ052148.7;     survey; Equatorial; J2000; 05:21:48.8; +08:28:23.7; Heliocentric; Optical; 1082.0; N;
WISEAJ052635.9;     survey; Equatorial; J2000; 05:26:35.9; +57:51:57.6; Heliocentric; Optical; 924.3;  N;
WISEAJ052704.5;     survey; Equatorial; J2000; 05:27:04.5; -21:16:25.6; Heliocentric; Optical; 462.9;  N;
ESO553-G046;        survey; Equatorial; J2000; 05:27:05.7; -20:40:41.1; Heliocentric; Optical; 544.4;  N;
WISEAJ052932.8;     survey; Equatorial; J2000; 05:29:32.8; +05:40:19.0; Heliocentric; Optical; 670.3;  N;
UGC03317;           survey; Equatorial; J2000; 05:33:37.7; +73:43:33.7; Heliocentric; Optical; 1239.9; N;
WISEAJ053439.3;     survey; Equatorial; J2000; 05:34:39.4; +23:59:58.7; Heliocentric; Optical; 1175.8; N;
WISEAJ053520.8;     survey; Equatorial; J2000; 05:35:20.9; +24:15:53.4; Heliocentric; Optical; 1026.2; N;
WISEAJ053558.6;     survey; Equatorial; J2000; 05:35:58.7; +37:02:08.6; Heliocentric; Optical; 1068.5; N;
WISEAJ054049.5;     survey; Equatorial; J2000; 05:40:49.5; +24:00:30.4; Heliocentric; Optical; 1370.1; N;
CGCG422-003;        survey; Equatorial; J2000; 05:41:42.3; +06:40:48.9; Heliocentric; Optical; 446.1;  N;
WISEAJ054326.8;     survey; Equatorial; J2000; 05:43:26.9; -07:32:34.5; Heliocentric; Optical; 1366.2; N;
WISEAJ054401.0;     survey; Equatorial; J2000; 05:44:01.0; +30:11:18.5; Heliocentric; Optical; 1179.1; N;
OrionDwarf;         survey; Equatorial; J2000; 05:45:01.6; +05:03:41.2; Heliocentric; Optical; 392.1;  N;
UGC03343;           survey; Equatorial; J2000; 05:45:24.8; +72:21:22.7; Heliocentric; Optical; 1087.0; N;
WISEAJ054525.2;     survey; Equatorial; J2000; 05:45:25.3; -10:16:48.9; Heliocentric; Optical; 1093.6; N;
KUG0539+735;        survey; Equatorial; J2000; 05:45:34.9; +73:36:32.6; Heliocentric; Optical; 1143.1; N;
WISEAJ054545.3;     survey; Equatorial; J2000; 05:45:45.4; +31:48:53.3; Heliocentric; Optical; 1282.5; N;
WISEAJ054631.7;     survey; Equatorial; J2000; 05:46:31.7; +06:54:41.4; Heliocentric; Optical; 1176.7; N;
WISEAJ054709.1;     survey; Equatorial; J2000; 05:47:09.1; +23:32:54.2; Heliocentric; Optical; 971.0;  N;
ESO488-G017;        survey; Equatorial; J2000; 05:47:29.0; -23:34:33.9; Heliocentric; Optical; 1039.1; N;
WISEAJ054849.6;     survey; Equatorial; J2000; 05:48:49.6; -17:26:42.7; Heliocentric; Optical; 908.1;  N;
